name,address,pincode,lat,lon,fee_type,vaccine_fees,date,available_capacity_dose1,available_capacity_dose2,min_age_limit,vaccine,slots
NELAMAHESHWARI UPHC,Maheswari Nagar T. Dasarahalli Bengaluru Karnataka 560057,560057,13,77,Free,free,05-06-2021,94,68,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
NELAMAHESHWARI UPHC,Maheswari Nagar T. Dasarahalli Bengaluru Karnataka 560057,560057,13,77,Free,free,06-06-2021,93,70,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
NELAMAHESHWARI UPHC,Maheswari Nagar T. Dasarahalli Bengaluru Karnataka 560057,560057,13,77,Free,free,07-06-2021,94,68,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
MALLASANDRA UPHC 1,Pipeline Rd Bhuvaneshwari Nagar T. Dasarahalli Bengaluru Karnataka,560057,13,77,Free,free,04-06-2021,23,19,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
MALLASANDRA UPHC 1,Pipeline Rd Bhuvaneshwari Nagar T. Dasarahalli Bengaluru Karnataka,560057,13,77,Free,free,05-06-2021,35,19,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
MALLASANDRA UPHC 1,Pipeline Rd Bhuvaneshwari Nagar T. Dasarahalli Bengaluru Karnataka,560057,13,77,Free,free,06-06-2021,37,17,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
MALLASANDRA UPHC 1,Pipeline Rd Bhuvaneshwari Nagar T. Dasarahalli Bengaluru Karnataka,560057,13,77,Free,free,07-06-2021,45,20,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
RAJGOPALNAGAR UPHC,368 6th Cross Rd Kasthuri Badavane Rajagopala Nagar Peenya Bengaluru Karnataka 560058,560058,0,0,Free,free,04-06-2021,55,40,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
RAJGOPALNAGAR UPHC,368 6th Cross Rd Kasthuri Badavane Rajagopala Nagar Peenya Bengaluru Karnataka 560058,560058,0,0,Free,free,05-06-2021,58,38,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
RAJGOPALNAGAR UPHC,368 6th Cross Rd Kasthuri Badavane Rajagopala Nagar Peenya Bengaluru Karnataka 560058,560058,0,0,Free,free,06-06-2021,63,39,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
RAJGOPALNAGAR UPHC,368 6th Cross Rd Kasthuri Badavane Rajagopala Nagar Peenya Bengaluru Karnataka 560058,560058,0,0,Free,free,07-06-2021,64,39,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
THIPPENAHALLI DAS SITE 2,Nelgadana Halli School Road Shivapura Peenya Bengaluru Karnataka,560058,13,77,Free,free,04-06-2021,58,30,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
THIPPENAHALLI DAS SITE 2,Nelgadana Halli School Road Shivapura Peenya Bengaluru Karnataka,560058,13,77,Free,free,05-06-2021,62,30,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
THIPPENAHALLI DAS SITE 2,Nelgadana Halli School Road Shivapura Peenya Bengaluru Karnataka,560058,13,77,Free,free,06-06-2021,67,30,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
THIPPENAHALLI DAS SITE 2,Nelgadana Halli School Road Shivapura Peenya Bengaluru Karnataka,560058,13,77,Free,free,07-06-2021,69,30,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
Kengeri CHC,Mysore Road KENGERI,560060,12,77,Free,free,03-06-2021,0,26,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
APTS UPHC,Armed Police Training School,560063,13,77,Free,free,03-06-2021,93,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
APTS UPHC,Armed Police Training School,560063,13,77,Free,free,04-06-2021,77,28,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
ATTURU UPHC,Veerasagara Main Road,560064,13,77,Free,free,04-06-2021,0,18,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
AGRAHARA LAYOUT UPHC,Tirumenahalli Main Road,560064,13,77,Free,free,04-06-2021,19,14,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Govt School Siddapura Nallurha,Government School Ramgondanahalli,560066,12,77,Free,free,03-06-2021,1,3,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Govt School Siddapura Nallurha,Government School Ramgondanahalli,560066,12,77,Free,free,04-06-2021,0,1,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
SMV Conventional Hall Hagadur,SMV CONVENTIONAL HALL IMMADIHALLI,560066,12,77,Free,free,04-06-2021,0,6,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
TOP PALACE FUNCTION HALL,ITI LAYOUT MANGAMMANAPALYA,560068,0,0,Free,free,03-06-2021,0,7,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
MADIWALA UPHC -1,18th Cross Btm 1st Stage Madiwala,560068,12,77,Free,free,03-06-2021,5,38,45,COVISHIELD,09:00AM-10:00AM|10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-04:30PM
Yarab Nagar UPHC,Yarab Nagar UPHC BSNL Telephone Exchange Bsk 2nd Stage,560070,12,77,Free,free,03-06-2021,0,16,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-04:00PM
Ward 112 Domlur Senior Citizen,92 1st Floor 2nd Main Domlur Layout Near Domlur,560071,12,77,Free,free,03-06-2021,53,28,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 112 Domlur Senior Citizen,92 1st Floor 2nd Main Domlur Layout Near Domlur,560071,12,77,Free,free,04-06-2021,65,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 112 Domlur Senior Citizen,92 1st Floor 2nd Main Domlur Layout Near Domlur,560071,12,77,Free,free,05-06-2021,69,28,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 112 Domlur Senior Citizen,92 1st Floor 2nd Main Domlur Layout Near Domlur,560071,12,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
BAGALGUNTE UPHC,Vigneshwara Layout Bagalakunte Bengaluru Karnataka 560073,560073,13,77,Free,free,04-06-2021,45,15,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
BAGALGUNTE UPHC,Vigneshwara Layout Bagalakunte Bengaluru Karnataka 560073,560073,13,77,Free,free,05-06-2021,72,20,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
BAGALGUNTE UPHC,Vigneshwara Layout Bagalakunte Bengaluru Karnataka 560073,560073,13,77,Free,free,06-06-2021,90,19,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
BAGALGUNTE UPHC,Vigneshwara Layout Bagalakunte Bengaluru Karnataka 560073,560073,13,77,Free,free,07-06-2021,86,13,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
WARD 58 GOVT TAMIL SCHOOL,6TH MAIN ROAD HAL 3RD STAGE BHOOMI REDDY COLONY NEW TIPPASANDRA,560075,12,77,Free,free,03-06-2021,25,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 58 GOVT TAMIL SCHOOL,6TH MAIN ROAD HAL 3RD STAGE BHOOMI REDDY COLONY NEW TIPPASANDRA,560075,12,77,Free,free,04-06-2021,59,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 58 GOVT TAMIL SCHOOL,6TH MAIN ROAD HAL 3RD STAGE BHOOMI REDDY COLONY NEW TIPPASANDRA,560075,12,77,Free,free,05-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 58 GOVT TAMIL SCHOOL,6TH MAIN ROAD HAL 3RD STAGE BHOOMI REDDY COLONY NEW TIPPASANDRA,560075,12,77,Free,free,06-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
APOLLO HOSPITAL 1,Imperial Hospital Research Centre Limited,560076,12,77,Paid,COVAXIN:1250,04-06-2021,0,47,45,COVAXIN,12:00PM-01:00PM|01:00PM-02:00PM|02:00PM-03:00PM|03:00PM-04:30PM
APOLLO HOSPITAL 1,Imperial Hospital Research Centre Limited,560076,12,77,Paid,COVAXIN:1250,04-06-2021,83,97,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Fortis Hospital BG ROAD P3,154 9 Bannerghatta Main Rd Opposite IIM Sahyadri Layout Panduranga Nagar Bengaluru Karnataka,560076,12,77,Paid,COVISHIELD:850,04-06-2021,45,6,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-02:00PM
Fortis Hospital BG ROAD P3,154 9 Bannerghatta Main Rd Opposite IIM Sahyadri Layout Panduranga Nagar Bengaluru Karnataka,560076,12,77,Paid,COVISHIELD:850,04-06-2021,0,47,45,COVAXIN,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-02:00PM
THANISANDRA UPHC,6th Cross,560077,13,77,Free,free,03-06-2021,79,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
THANISANDRA UPHC,6th Cross,560077,13,77,Free,free,04-06-2021,68,26,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
GOVT SCHOOL K NARAYANAPURA,K Narayanapura Main Rd Narayanapura Bengaluru,560077,13,77,Free,free,04-06-2021,12,5,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Jayaprakashnagara UPHC,Opposite Bangalore One 12th Cross35th MainJP Nagar,560078,12,77,Free,free,03-06-2021,0,21,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-04:00PM
Neighbourhood Hospitals,Neighbourhood Hospital Kothnur Main Road RBI Layout JP Nagar 7th Phase J. P. Nagar Bengaluru Karnataka India,560078,12,77,Paid,COVISHIELD:850,04-06-2021,10,8,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-02:00PM
Basaveshwara Nagar Ward 100,Governament High School Sanegorvanahalli2nd E Cross 3rd Stage 3rd Blocknear Basaveshwaranagar Bangalore -79,560079,12,77,Free,free,03-06-2021,0,9,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Basaveshwara Nagar Ward 100,Governament High School Sanegorvanahalli2nd E Cross 3rd Stage 3rd Blocknear Basaveshwaranagar Bangalore -79,560079,12,77,Free,free,04-06-2021,0,7,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Vrisahbhavathi Nagar Ward 102,18 1opp.karyasddi Anjaneya TempleVrushabhavathi Nagar Sannaki Bayalu kamakshipaya 560079,560079,12,77,Free,free,03-06-2021,3,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Vrisahbhavathi Nagar Ward 102,18 1opp.karyasddi Anjaneya TempleVrushabhavathi Nagar Sannaki Bayalu kamakshipaya 560079,560079,12,77,Free,free,04-06-2021,4,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Kaveripura Ward 103,1274th Main Rdgovindaraja Nagar Ward PattegarahpalyaVijayanagar Bengaluru 560079,560079,12,77,Free,free,03-06-2021,1,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Kaveripura Ward 103,1274th Main Rdgovindaraja Nagar Ward PattegarahpalyaVijayanagar Bengaluru 560079,560079,12,77,Free,free,04-06-2021,0,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Peenya Kamalanagara UPHC,BBMP Building Next To Shankarnag Bus Stop,560079,12,77,Free,free,03-06-2021,4,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Peenya Kamalanagara UPHC,BBMP Building Next To Shankarnag Bus Stop,560079,12,77,Free,free,04-06-2021,0,9,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Govindrajnagar UPHC,7th Main Nagarbhavi Main Road,560079,12,77,Free,free,03-06-2021,2,8,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Govindrajnagar UPHC,7th Main Nagarbhavi Main Road,560079,12,77,Free,free,04-06-2021,0,7,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Kamakshipalya UPHC,Opp SBI Bank Magadi Road Kamakshipalya,560079,12,77,Free,free,03-06-2021,2,9,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Kamakshipalya UPHC,Opp SBI Bank Magadi Road Kamakshipalya,560079,12,77,Free,free,04-06-2021,0,9,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Agrahara Dasarahalli UPHC,AD Halli,560079,12,77,Free,free,04-06-2021,1,7,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
WARD NO 29 CMR SCHOOL,BEHIND JALAVAYU VIHAR GATE,560084,13,77,Free,free,03-06-2021,25,26,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 29 CMR SCHOOL,BEHIND JALAVAYU VIHAR GATE,560084,13,77,Free,free,04-06-2021,59,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 29 CMR SCHOOL,BEHIND JALAVAYU VIHAR GATE,560084,13,77,Free,free,05-06-2021,67,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 29 CMR SCHOOL,BEHIND JALAVAYU VIHAR GATE,560084,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 49 DIVYA SHANTHI HEALTH,1ST CROSS SAKAMMA LAYOUT NEAR LINGARAJ PURAM BUS STOP,560084,13,77,Free,free,03-06-2021,6,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
